id,word1,word2,antmorph,gold
tag-verb-pairs.train248,key,identify,0,0
tag-verb-pairs.train249,stretch,load,0,0
tag-verb-pairs.train250,alarm,disturb,0,0
tag-verb-pairs.train251,lodge,free,0,1
tag-verb-pairs.train252,flash,flip,0,0
tag-verb-pairs.train253,bid,offer,0,0
tag-verb-pairs.train254,prove,disprove,1,1
tag-verb-pairs.train255,put,pit,0,0
tag-verb-pairs.train256,omit,include,0,1
tag-verb-pairs.train257,improve,advance,0,0
tag-verb-pairs.train258,disrespect,observe,0,1
tag-verb-pairs.train259,beg,set,0,1
tag-verb-pairs.train260,demonstrate,evidence,0,0
tag-verb-pairs.train261,alter,fix,0,1
tag-verb-pairs.train262,frighten,scare,0,0
tag-verb-pairs.train263,encounter,attack,0,0
tag-verb-pairs.train264,procrastinate,delay,0,0
tag-verb-pairs.train265,sound,try,0,0
tag-verb-pairs.train266,gather,amass,0,0
tag-verb-pairs.train267,salvage,save,0,0
tag-verb-pairs.train268,dethrone,enthrone,0,1
tag-verb-pairs.train269,sample,try,0,0
tag-verb-pairs.train270,withdraw,operate,0,1
tag-verb-pairs.train271,grant,gift,0,0
tag-verb-pairs.train272,express,denote,0,0
tag-verb-pairs.train273,adjudge,hold,0,0
tag-verb-pairs.train274,forget,recall,0,1
tag-verb-pairs.train275,roll,scroll,0,0
tag-verb-pairs.train276,support,cherish,0,0
tag-verb-pairs.train277,shrink,expand,0,1
tag-verb-pairs.train278,fight,push,0,0
tag-verb-pairs.train279,prescribe,appoint,0,0
tag-verb-pairs.train280,supersede,omit,0,0
tag-verb-pairs.train281,believe,suppose,0,0
tag-verb-pairs.train282,present,absent,0,1
tag-verb-pairs.train283,break,mend,0,1
tag-verb-pairs.train284,swear,suspect,0,1
tag-verb-pairs.train285,organize,disorganize,1,1
tag-verb-pairs.train286,skyrocket,plummet,0,1
tag-verb-pairs.train287,disperse,convene,0,1
tag-verb-pairs.train288,bond,bind,0,0
tag-verb-pairs.train289,abandon,leave,0,0
tag-verb-pairs.train290,swoon,lose,0,0
tag-verb-pairs.train291,decline,take,0,1
tag-verb-pairs.train292,consent,refuse,0,1
tag-verb-pairs.train293,succeed,fail,0,1
tag-verb-pairs.train294,show,conceal,0,1
tag-verb-pairs.train295,stop,intercept,0,0
tag-verb-pairs.train296,retrieve,block,0,1
tag-verb-pairs.train297,free,confine,0,1
tag-verb-pairs.train298,urge,cheer,0,0
tag-verb-pairs.train299,increase,drop,0,1
tag-verb-pairs.train300,blow,strike,0,0
tag-verb-pairs.train301,keep,break,0,1
tag-verb-pairs.train302,imply,express,0,1
tag-verb-pairs.train303,necessitate,eliminate,0,1
tag-verb-pairs.train304,dock,undock,1,1
tag-verb-pairs.train305,approximate,draw,0,0
tag-verb-pairs.train306,destroy,make,0,1
tag-verb-pairs.train307,summon,convene,0,0
tag-verb-pairs.train308,absolve,punish,0,1
tag-verb-pairs.train309,observe,violate,0,1
tag-verb-pairs.train310,approve,reject,0,1
tag-verb-pairs.train311,name,make,0,0
tag-verb-pairs.train312,like,abhor,0,1
tag-verb-pairs.train313,scatter,accumulate,0,1
tag-verb-pairs.train314,see,visualize,0,0
tag-verb-pairs.train315,upgrade,demote,0,1
tag-verb-pairs.train316,strip,clean,0,0
tag-verb-pairs.train317,point,hint,0,0
tag-verb-pairs.train318,praise,criticize,0,1
tag-verb-pairs.train319,require,need,0,0
tag-verb-pairs.train320,begin,reintroduce,0,0
tag-verb-pairs.train321,dehumanize,humanize,1,1
tag-verb-pairs.train322,smother,strangle,0,0
tag-verb-pairs.train323,disregard,consider,0,1
tag-verb-pairs.train324,disprove,demonstrate,0,1
tag-verb-pairs.train325,block,retrieve,0,1
tag-verb-pairs.train326,cope,handle,0,0
tag-verb-pairs.train327,corrupt,purify,0,1
tag-verb-pairs.train328,maximize,minimise,0,1
tag-verb-pairs.train329,stretch,tighten,0,0
tag-verb-pairs.train330,recognise,distinguish,0,0
tag-verb-pairs.train331,recede,win,0,1
tag-verb-pairs.train332,experiment,experience,0,0
tag-verb-pairs.train333,plant,devise,0,0
tag-verb-pairs.train334,corrode,consume,0,0
tag-verb-pairs.train335,increase,lessen,0,1
tag-verb-pairs.train336,upgrade,downgrade,0,1
tag-verb-pairs.train337,growl,rumble,0,0
tag-verb-pairs.train338,grant,accord,0,0
tag-verb-pairs.train339,weigh,press,0,0
tag-verb-pairs.train340,see,figure,0,0
tag-verb-pairs.train341,post,set,0,0
tag-verb-pairs.train342,refuse,apply,0,1
tag-verb-pairs.train343,negate,confirm,0,1
tag-verb-pairs.train344,tolerate,brook,0,0
tag-verb-pairs.train345,relegate,raise,0,1
tag-verb-pairs.train346,pin,unpin,1,1
tag-verb-pairs.train347,exacerbate,improve,0,1
tag-verb-pairs.train348,relegate,submit,0,0
tag-verb-pairs.train349,verify,disprove,0,1
tag-verb-pairs.train350,admit,exclude,0,1
tag-verb-pairs.train351,indulge,abstain,0,1
tag-verb-pairs.train352,diminish,cut,0,0
tag-verb-pairs.train353,fix,nail,0,0
tag-verb-pairs.train354,instal,install,0,0
tag-verb-pairs.train355,confirm,disconfirm,1,1
tag-verb-pairs.train356,torment,afflict,0,0
tag-verb-pairs.train357,reprint,reissue,0,0
tag-verb-pairs.train358,boo,applaud,0,1
tag-verb-pairs.train359,dwarf,shrink,0,0
tag-verb-pairs.train360,advance,recede,0,1
tag-verb-pairs.train361,canonize,glorify,0,0
tag-verb-pairs.train362,bestow,accord,0,0
tag-verb-pairs.train363,dictate,suggest,0,0
tag-verb-pairs.train364,recount,mention,0,0
tag-verb-pairs.train365,retrieve,forget,0,1
tag-verb-pairs.train366,trail,float,0,0
tag-verb-pairs.train367,nationalise,denationalise,1,1
tag-verb-pairs.train368,detach,attach,0,1
tag-verb-pairs.train369,worry,assure,0,1
tag-verb-pairs.train370,affirm,negate,0,1
tag-verb-pairs.train371,dash,smash,0,0
tag-verb-pairs.train372,justify,vindicate,0,0
tag-verb-pairs.train373,pull,drive,0,1
tag-verb-pairs.train374,lose,win,0,1
tag-verb-pairs.train375,release,freeze,0,1
tag-verb-pairs.train376,strike,fall,0,0
tag-verb-pairs.train377,ignore,note,0,1
tag-verb-pairs.train378,suggest,evoke,0,0
tag-verb-pairs.train379,employ,use,0,0
tag-verb-pairs.train380,harass,protect,0,1
tag-verb-pairs.train381,sink,float,0,1
tag-verb-pairs.train382,spoil,damage,0,0
tag-verb-pairs.train383,come,depart,0,1
tag-verb-pairs.train384,continue,discontinue,1,1
tag-verb-pairs.train385,manage,handle,0,0
tag-verb-pairs.train386,fall,increase,0,1
tag-verb-pairs.train387,upgrade,break,0,1
tag-verb-pairs.train388,drive,trip,0,0
tag-verb-pairs.train389,flower,bloom,0,0
tag-verb-pairs.train390,exclude,include,0,1
tag-verb-pairs.train391,specify,qualify,0,0
tag-verb-pairs.train392,like,dislike,1,1
tag-verb-pairs.train393,wake,sleep,0,1
tag-verb-pairs.train394,despise,respect,0,1
tag-verb-pairs.train395,stumble,hit,0,0
tag-verb-pairs.train396,inspire,expire,0,1
tag-verb-pairs.train397,rise,set,0,1
tag-verb-pairs.train398,descend,ascend,0,1
tag-verb-pairs.train399,moderate,soften,0,0
tag-verb-pairs.train400,document,power,0,0
tag-verb-pairs.train401,provide,condition,0,0
tag-verb-pairs.train402,watch,ignore,0,1
tag-verb-pairs.train403,reject,sanction,0,1
tag-verb-pairs.train404,matter,weigh,0,0
tag-verb-pairs.train405,prepare,fit,0,0
tag-verb-pairs.train406,worry,reassure,0,1
tag-verb-pairs.train407,except,include,0,1
tag-verb-pairs.train408,coil,fold,0,0
tag-verb-pairs.train409,eliminate,involve,0,1
tag-verb-pairs.train410,register,enroll,0,0
tag-verb-pairs.train411,sustain,uphold,0,0
tag-verb-pairs.train412,speak,say,0,0
tag-verb-pairs.train413,love,despise,0,1
tag-verb-pairs.train414,transfer,give,0,0
tag-verb-pairs.train415,saddle,sell,0,0
tag-verb-pairs.train416,decouple,couple,1,1
tag-verb-pairs.train417,withdraw,remove,0,0
tag-verb-pairs.train418,apply,exempt,0,1
tag-verb-pairs.train419,trust,entrust,0,0
tag-verb-pairs.train420,mutilate,maim,0,0
tag-verb-pairs.train421,prevent,stop,0,0
tag-verb-pairs.train422,identify,place,0,0
tag-verb-pairs.train423,rise,prove,0,0
tag-verb-pairs.train424,impair,decline,0,0
tag-verb-pairs.train425,gag,suffocate,0,0
tag-verb-pairs.train426,clear,convict,0,1
tag-verb-pairs.train427,tip,lean,0,0
tag-verb-pairs.train428,will,disinherit,0,1
tag-verb-pairs.train429,ebb,surge,0,1
tag-verb-pairs.train430,encourage,urge,0,0
tag-verb-pairs.train431,revoke,withdraw,0,0
tag-verb-pairs.train432,improve,exacerbate,0,1
tag-verb-pairs.train433,unplug,connect,0,1
tag-verb-pairs.train434,represent,depict,0,0
tag-verb-pairs.train435,materialize,dematerialize,1,1
tag-verb-pairs.train436,offer,tender,0,0
tag-verb-pairs.train437,pump,breathe,0,0
tag-verb-pairs.train438,make,break,0,1
tag-verb-pairs.train439,allege,adduce,0,0
tag-verb-pairs.train440,shed,slough,0,0
tag-verb-pairs.train441,fold,unfold,1,1
tag-verb-pairs.train442,pilot,navigate,0,0
tag-verb-pairs.train443,relieve,aid,0,0
tag-verb-pairs.train444,trot,drive,0,0
tag-verb-pairs.train445,vanish,sink,0,0
tag-verb-pairs.train446,conduct,oversee,0,0
tag-verb-pairs.train447,fetch,trick,0,0
tag-verb-pairs.train448,obviate,involve,0,1
tag-verb-pairs.train449,undertake,avoid,0,1
tag-verb-pairs.train450,dishearten,cheer,0,1
tag-verb-pairs.train451,claim,forfeit,0,1
tag-verb-pairs.train452,raise,exalt,0,0
tag-verb-pairs.train453,reserve,earmark,0,0
tag-verb-pairs.train454,see,project,0,0
tag-verb-pairs.train455,continue,resume,0,0
tag-verb-pairs.train456,erase,record,0,1
tag-verb-pairs.train457,concur,disagree,0,1
tag-verb-pairs.train458,cause,prevent,0,1
tag-verb-pairs.train459,involve,eliminate,0,1
tag-verb-pairs.train460,meet,avoid,0,1
tag-verb-pairs.train461,wet,dry,0,1
tag-verb-pairs.train462,unscramble,scramble,1,1
tag-verb-pairs.train463,deprive,invest,0,1
tag-verb-pairs.train464,clear,light,0,0
tag-verb-pairs.train465,end,aim,0,0
tag-verb-pairs.train466,steep,infuse,0,0
tag-verb-pairs.train467,amplify,downplay,0,1
tag-verb-pairs.train468,better,decline,0,1
tag-verb-pairs.train469,dress,strip,0,1
tag-verb-pairs.train470,legislate,pass,0,0
tag-verb-pairs.train471,eliminate,demand,0,1
tag-verb-pairs.train472,ravage,plunder,0,0
tag-verb-pairs.train473,flow,course,0,0
tag-verb-pairs.train474,break,make,0,1
tag-verb-pairs.train475,attach,seize,0,0
tag-verb-pairs.train476,stuff,pack,0,0
tag-verb-pairs.train477,include,shut,0,1
tag-verb-pairs.train478,refuse,have,0,1
tag-verb-pairs.train479,decrease,raise,0,1
tag-verb-pairs.train480,stain,paint,0,0
tag-verb-pairs.train481,freeze,free,0,1
tag-verb-pairs.train482,congregate,scatter,0,1
tag-verb-pairs.train483,form,spring,0,0
tag-verb-pairs.train484,displease,please,1,1
tag-verb-pairs.train485,subscribe,support,0,0
tag-verb-pairs.train486,learn,watch,0,0
tag-verb-pairs.train487,regulate,direct,0,0
tag-verb-pairs.train488,detain,release,0,1
tag-verb-pairs.train489,remember,bury,0,1
tag-verb-pairs.train490,harass,badger,0,0
tag-verb-pairs.train491,strip,ransack,0,0
tag-verb-pairs.train492,enforce,relieve,0,1
tag-verb-pairs.train493,shine,fall,0,0
tag-verb-pairs.train494,assure,vouch,0,0
tag-verb-pairs.train495,agree,dissent,0,1
tag-verb-pairs.train496,subdue,conquer,0,0
tag-verb-pairs.train497,humidify,dehumidify,1,1
tag-verb-pairs.train498,screen,sift,0,0
tag-verb-pairs.train499,fight,strive,0,0
tag-verb-pairs.train500,tighten,loosen,0,1
tag-verb-pairs.train501,freeze,release,0,1
tag-verb-pairs.train502,carry,conduct,0,0
tag-verb-pairs.train503,slight,offend,0,0
tag-verb-pairs.train504,lay,arise,0,1
tag-verb-pairs.train505,exceed,fall,0,1
tag-verb-pairs.train506,immobilize,release,0,1
tag-verb-pairs.train507,categorize,classify,0,0
tag-verb-pairs.train508,involve,obviate,0,1
tag-verb-pairs.train509,cope,struggle,0,0
tag-verb-pairs.train510,rescind,revoke,0,0
tag-verb-pairs.train511,manipulate,control,0,0
tag-verb-pairs.train512,abstain,have,0,1
tag-verb-pairs.train513,equip,dismantle,0,1
tag-verb-pairs.train514,handle,helm,0,0
tag-verb-pairs.train515,replenish,fill,0,0
tag-verb-pairs.train516,keep,breach,0,1
tag-verb-pairs.train517,disassemble,assemble,1,1
tag-verb-pairs.train518,deactivate,activate,1,1
tag-verb-pairs.train519,endanger,imperil,0,0
tag-verb-pairs.train520,dry,moisten,0,1
tag-verb-pairs.train521,unravel,tangle,0,1
tag-verb-pairs.train522,slow,slacken,0,0
tag-verb-pairs.train523,differentiate,separate,0,0
tag-verb-pairs.train524,pray,curse,0,1
tag-verb-pairs.train525,run,escape,0,0
tag-verb-pairs.train526,disprove,prove,1,1
tag-verb-pairs.train527,remold,reshape,0,0
tag-verb-pairs.train528,give,take,0,1
tag-verb-pairs.train529,nurture,nourish,0,0
tag-verb-pairs.train530,save,hoard,0,0
tag-verb-pairs.train531,scare,frighten,0,0
tag-verb-pairs.train532,pass,extend,0,0
tag-verb-pairs.train533,lose,find,0,1
tag-verb-pairs.train534,apprehend,catch,0,0
tag-verb-pairs.train535,interpret,expound,0,0
tag-verb-pairs.train536,preface,follow,0,1
tag-verb-pairs.train537,serve,operate,0,0
tag-verb-pairs.train538,turn,swing,0,0
tag-verb-pairs.train539,repatriate,deport,0,1
tag-verb-pairs.train540,reject,admit,0,1
tag-verb-pairs.train541,fold,spread,0,1
tag-verb-pairs.train542,hire,sack,0,1
tag-verb-pairs.train543,release,detain,0,1
tag-verb-pairs.train544,quit,leave,0,0
tag-verb-pairs.train545,have,require,0,0
tag-verb-pairs.train546,insert,remove,0,1
tag-verb-pairs.train547,betray,wander,0,0
tag-verb-pairs.train548,guide,steer,0,0
tag-verb-pairs.train549,unify,divide,0,1
tag-verb-pairs.train550,quit,clear,0,0
tag-verb-pairs.train551,number,total,0,0
tag-verb-pairs.train552,disinherit,leave,0,1
tag-verb-pairs.train553,pull,push,0,1
tag-verb-pairs.train554,cut,veer,0,0
tag-verb-pairs.train555,tutor,teach,0,0
tag-verb-pairs.train556,employ,terminate,0,1
tag-verb-pairs.train557,associate,affiliate,0,0
tag-verb-pairs.train558,ruin,overthrow,0,0
tag-verb-pairs.train559,smother,hide,0,0
tag-verb-pairs.train560,include,exclude,0,1
tag-verb-pairs.train561,move,stick,0,1
tag-verb-pairs.train562,let,permit,0,0
tag-verb-pairs.train563,increase,abate,0,1
tag-verb-pairs.train564,increase,raise,0,0
tag-verb-pairs.train565,forget,mind,0,1
tag-verb-pairs.train566,simulate,pretend,0,0
tag-verb-pairs.train567,fix,set,0,0
tag-verb-pairs.train568,dive,dip,0,0
tag-verb-pairs.train569,turn,wrench,0,0
tag-verb-pairs.train570,forge,fake,0,0
tag-verb-pairs.train571,match,correspond,0,0
tag-verb-pairs.train572,maroon,strand,0,0
tag-verb-pairs.train573,array,order,0,0
tag-verb-pairs.train574,profess,confess,0,0
tag-verb-pairs.train575,settle,float,0,1
tag-verb-pairs.train576,legalise,criminalise,0,1
tag-verb-pairs.train577,value,evaluate,0,0
tag-verb-pairs.train578,avoid,formalize,0,1
tag-verb-pairs.train579,quote,notice,0,0
tag-verb-pairs.train580,delete,record,0,1
tag-verb-pairs.train581,demobilize,mobilize,1,1
tag-verb-pairs.train582,invest,divest,0,1
tag-verb-pairs.train583,enter,embark,0,0
tag-verb-pairs.train584,endure,enjoy,0,1
tag-verb-pairs.train585,ripen,gather,0,0
tag-verb-pairs.train586,release,eject,0,0
tag-verb-pairs.train587,adapt,shape,0,0
tag-verb-pairs.train588,lease,engage,0,0
tag-verb-pairs.train589,guess,believe,0,0
tag-verb-pairs.train590,punish,correct,0,0
tag-verb-pairs.train591,decode,encode,0,1
